text,hashtags,date,user,users number of followers,location
"100% exactly how it works
",[],2020-10-16 00:07:17,ToddAppel,5320,"Chicago, IL"
"If @SavannahGuthrie doesn't call out Trump's lie on 85% w/ masks get Covid, she'll be part of a J School case study for years to come, in a bad way.
",[],2020-10-16 00:07:17,ShadowingTrump,71488,
"Got mine!  Did you get yours?
",[],2020-10-16 00:07:18,jaquelinehogreb,93,"Pennsylvania, USA"
"Has Twitter got Covid?
",[],2020-10-16 00:07:18,MarkBrooksArt,28360,"Atlanta, GA"
"When asked if he took a COVID-19 test the day of the debate, Donald Trump says ""Maybe I did. Maybe I didn't.""
",[],2020-10-16 00:07:18,lara_korte,4659,Texas
"I am sorry Christie got COVID  But he doesnt have the entire USA on his shoulders like TRUMP does with not ONE ally except his voters
",[],2020-10-16 00:07:19,MomJar1,14367,
"@SavannahGuthrie wasting how many minutes trying to suggest Trump came to the first debate with covid. Let’s talk about issues.
",[],2020-10-16 00:07:19,adunham14,173,The Space Between
"COVID-19 can affect the lungs, respiratory system, the mind, immune system, and other parts of the body https://t.co/7tjnPrJIv2
",[],2020-10-16 00:07:19,ValaAfshar,506246,Boston
"Another 19 Minnesotans die from COVID-19; state adds more barrier-free testing next week https://t.co/57avXKlVu2
",[],2020-10-16 00:07:19,bemidji,5180,"Bemidji, MN"
"COVID can suck my balls
",[],2020-10-16 00:07:19,metabased,484,the end of the road with no end
"Trump starts off saying he can’t remember if he took a Covid test the day of the debate with Biden. Yeah. Not a chance I sit in the same room with him for a debate. Nope.
",[],2020-10-16 00:07:20,TCIIIESQ,993,"Milwaukee, WI"
"@Wifeof1Momof3PT @amazingmiddlec1 Your tweet makes ZERO sense. I suggest you spend some time actually THINKING WITHOUT A MASK ON. My sister caught covid while wearing an N95 from a colleague who was also wearing an N95. NO ONE BENEFITS.
",[],2020-10-16 00:07:20,lizalovetruth77,1229,"San Jose, CA"
"This act in theory gives  immunity to any covid marshall/ govt agent to ‘keep us safe’... think on that.. the lowbrow masker nastiness was just handed a revolver
",[],2020-10-16 00:07:20,Shannon89558046,745,
"This fool Trump said he don’t know if he took a COVID test
",[],2020-10-16 00:07:20,Shun_Doe,1351,"Dallas, TX"
"i have an awful cold oml. it’s not covid but i feel so gross grr. im staying home tomorrow 😾
",[],2020-10-16 00:07:21,lemongguks,462,she/her! 
"@blocked_at @CxJoser @servy8229 @KnightStooge77 @BBbrotherman @stillgray Americans, Muslims, Jewish people, and Latinx. Or if you want to talk about what “matters”, there’s his lack of understanding of healthcare(“nobody knew it would be this complicated”), his blatant disregard for scientific reason(climate change, covid), his moronic touting of the
",[],2020-10-16 00:07:21,gbdman,77,"Green Bay, WI"
"Teams are still waiting on official Covid protocols from the Mountain West. Right now there’s no set plan in place for how to handle positive tests.   In the meantime, just wing it.
",[],2020-10-16 00:07:22,MikeGrimala,3532,"Las Vegas, Nevada"
"@MajorPatriot Further proof that Covid is a SHAM. They set it up on purpose to be released to interfere with the election. The Biden's and the Chinese colluded to make it happen which is why Biden is on the ticket. Prove me wrong.
",[],2020-10-16 00:07:22,jjvlovelove,461,Somewhere on a coast 
"Trump says he doesn't know if he was tested for covid-19 on 9/29, the date of the last debate. He eventually said ""possibly I did. Possibility I didn't.""   Rules for the debate was that everyone needed to test negative to attend. WH says he first tested positive 2 days later 10/1
",[],2020-10-16 00:07:22,meredithllee,3526,"Washington, DC & Houston, MN "
"An amazing effort from Victorians - we can do this.
",[],2020-10-16 00:07:22,MartinFoleyMP,13763,"Melbourne, Australia"
"“[...] Birx’s hospital data takeover fits a pattern in which she opposed CDC guidance, sometimes promoting President Donald Trump’s policies or views against scientific consensus.”https://t.co/2uilggapde
",[],2020-10-16 00:07:23,1cecoldsprite,108,texas
"@GKeile All she’s worried about is COVID.
",[],2020-10-16 00:07:23,FlaPack,1020,"Boca Raton, FL"
"@ChristyBistyR LOL it looks that way. In June she was warning businesses not to test their own asymptomatic employees because false positives ""could create a significant burden for the public health system."" Funny, we don't hear about that anymore. https://t.co/FCBLr2JzaG
",[],2020-10-16 00:07:23,RonaldNHughes,713,"Mission, BC, Canada"
"Took fatty almost dying for other fatty to take it seriously
",[],2020-10-16 00:07:23,HUNGER_leider,240,
"Savannah Guthrie is a dip shit. Is she just going to talk about Covid and masks.
",[],2020-10-16 00:07:24,p_jaynes,81,Somewhere over the Rainbow 
"Hawai‘i County's Research and Development team have a wealth of information available to help Hawai‘i Island business owners. Apply for a grant to cover operational expenses and more.  To learn more, go to https://t.co/xkrXWd836S
",[],2020-10-16 00:07:24,CivilDefenseHI,8706,"Hawaii Island, Hilo EOC"
"P.S. AFTER all of this, the GOP voted to keep Trump.  Then COVID arrived, Trump let a stack of skulls pile up, and the GOP still supports Trump.  Man...there's like nothing he can do to lose their votes! What's up with that? 🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕
",[],2020-10-16 00:07:24,ericgarland,263783,USA
"@ProjectLincoln One will give u covid  One will be president  Please America choose wisely  Rest of the world
",[],2020-10-16 00:07:25,halfacenturyman,1919,Dublin 
"Asked if he took a COVID-19 test before the debate with Biden, Trump said: ""Possibly, I did — possibly I didn't.""   More context via @snopes: https://t.co/IagLdS2pQA
",[],2020-10-16 00:07:25,byjlee,4983,"Minneapolis, MN"
"Covid: Southall wedding venue hosts 100-guest reception - I guess blck lives don’t matter so much for these peeps !! Ffs  https://t.co/7KFnThYu8O
",[],2020-10-16 00:07:25,margopittendry,200,England
"@images_mc @jimsciutto 👍 @ChrisChristie you got a second chance.  218,000 did not. Hope you use this to make wise choices.  @RapidTests #FFCE  @SteveFDA @CDCDirector @HHS_ASH  We need mass, rapid covid screening.   @michaelmina_lab @ASlavitt @mcuban @DWUhlfelderLaw @DrTomFrieden @DrEricDing @jhuber
",[],2020-10-16 00:07:25,LBGoodnessGrows,46,
"BREAKING!  Falcons might not be able to blow a game this week—reports they might have to postpone their next game due to a COVID positive.
",[],2020-10-16 00:07:26,moneymaverick,47038,moneymaverickpicks1@gmail.com
"an employee at the school i’m interning at has covid, is in the ICU, and probably won’t make it. and i just want to say fuck you to the people who time and time again have chosen personal comfort over the lives of millions. fuck.
",[],2020-10-16 00:07:26,theresonlyus,91,new yolk
"157 active COVID-19 cases in Victoria. Of the two new cases, one is linked to a known outbreak while the other is under investigation. ""The last time it was two (cases) it was the 8th of June,"" Premier Daniel Andrews says. Some 16,000 people were tested yesterday.
",[],2020-10-16 00:07:26,benitakolovos,5576,Melbourne
"Will you feel sorry for Savannah Guthrie if Trump gives her COVID-19?
",[],2020-10-16 00:07:26,BarryVictor5,9494,"Johnstown, PA"
"Trump Is Smearing Dr.Fauci!! He Has Served The United States For Over 40 yrs!!! And Trump Is Lying Abt. How You Can Catch COVID-19  Wt. Wearing A Mask!! Trump Is A Lying Piece Of
",[],2020-10-16 00:07:26,SistaJeanBlues,2055,Los Angeles
"Trump held an indoor rally in Phoenix and 2 weeks later we were the worst hotspot in the world. Our death rate is up 22% this year. I’m sorry his death cult has so many casualties
",[],2020-10-16 00:07:26,TheMcKenziest,5014,"Phoenix, AZ"
"""Avoid ICU with this one weird trick...""
",[],2020-10-16 00:07:26,EdwordMoriarty,181,"Lexington, KY"
"#BidenTownHall Joe goes through the horrifying trump response to covid 19
",['BidenTownHall'],2020-10-16 00:07:26,primpaws1234,121,"Atlantic City, NJ"
"god i love him so much, what an angel
",[],2020-10-16 00:07:26,Flawless_Bieb,19531,
"@BENEEMUSIC escapes COVID in the best possible way, with a magical trip to a colourfully psychedelic dreamland with giant snails, luminescent mushrooms, and a boppy tune to match. https://t.co/ptaIWagC7Z  Tune in to rage from 11:45pm tonight for more new music videos. https://t.co/X0pdigdhss
",[],2020-10-16 00:07:27,rageABC,44897,Australia
"Why don’t they name names? Dems outed Hope Hicks. We need a name.
",[],2020-10-16 00:07:27,Teresa67161978,290,
"Trump DEFINITELY didn’t take a COVID-19 test the day of the debate #DEBATES2020
",['DEBATES2020'],2020-10-16 00:07:28,camneedstherapy,1719,"Columbia, SC"
"ALERT: This is the first time Trump will be pressed at length about his bout with Covid-19 - Global Pandemic News | #Coronavirus #COVID19 #Protests - https://t.co/GoKdUube6D https://t.co/nmRga8oWza
",[],2020-10-16 00:07:28,GlobalPandemics,25999,WORLDWIDE
"@JoeBiden is doing a HELLUVA job breaking down the failure of Trumps COVID response  Very easy to understand   #BidenWillCrushCovid #AbcTownHall #BidenHarrisToSaveAmerica
",[],2020-10-16 00:07:28,NovusDivus,7623,AmeriKKKa
"Apparently, only people deemed “important” enough are allowed these treatments before they are on ventilators and near death. This is not right. Donald Trump and Chris Christie are NOT more important than any one else who has #COVID__19. Something needs to change.
",[],2020-10-16 00:07:29,jshbooks,627,"Wilmington, NC"
"1) How did the box hill outbreak begin?  Patient or Staff member? If we don't know by now, why not? Why are staff on that same ward with suspected COVID patients not given n95 masks?
",[],2020-10-16 00:07:29,drvyom,12255,"Melbourne, Australia"
"I’ve been seeing reputable sources say recently that COVID is spreading through “aerosol” &amp; I swear I thought that meant thru aerosol disinfectant cans/sprays lol
",[],2020-10-16 00:07:29,mayhersays,1058,DMV
"Why are we not co-horting/quarantining COVID staff, who can work on covid ward on a monday, then work on a non-covid ward on a tuesday?
",[],2020-10-16 00:07:30,drvyom,12255,"Melbourne, Australia"
"Ugh how do you not know if you received a COVID test the day of the debate?  WTF!?!  Already can tell how this Trump Town Hall is going to go 🤦‍♂️
",[],2020-10-16 00:07:30,twinetime14,1794,Canada
"Trump refuses to confirm whether or not he was tested for COVID the day of the debate  #TrumpCovid19 #TrumpIsALaughingStock
","['TrumpCovid19', 'TrumpIsALaughingStock']",2020-10-16 00:07:30,surej4n,66,"Huntsville, AL"
"Translation: no
",[],2020-10-16 00:07:30,medit8now,21756,"Delaware, USA"
"@ArmyBratt68 @StMichaelrulz So far the first five minutes has been her badgering him about his covid-19 test and where he took them and when move on let the people ask questions
",[],2020-10-16 00:07:30,mymimilove2,408,
"Local TV station chooses not to show you the Biden event live because of course
",[],2020-10-16 00:07:30,thecaseydolan,1200,"La Quinta, CA "
"@chrislhayes Stop COVID PORN  Pop/Currently hospital New Mexico/2.097M                145 Indiana/       6.732M                1355 Michigan/    9.987M                1000 Montana/    1.069M                  301 Ohio/        11.69M                 1041 Wisconsin/  5.822M                1043 https://t.co/yjyUYAv0Vk
",[],2020-10-16 00:07:30,MedianPolitics,35017,
"For all you anti-maskers. Whether or not the below is true doesn’t matter. What matters is there is a significant reduction in the likelihood of transmission when everybody is wearing a mask!
",[],2020-10-16 00:07:31,jlark8,395,"Tampa, Florida"
"bruh we're gonna shut down again soon i can feel it
",[],2020-10-16 00:07:31,CommieYoshi,1324,Yoshi's Island
"Fake pandemic, fake covid death statistics. No mask, no social distances, no test, no vaccines, no shutdown is necessary.
",[],2020-10-16 00:07:31,drmiaha,4626,"Nevada, USA"
"@JackHemsley4 @ingcogkneetoe @rhysgallagher7 @jud_to @DailyMailUK How’s all the preventing going then mate, after they made them mandatory in shops? Yeah not great is it. By the way, check CDCs latest study showing mask wearers still catch Covid. So much for saving lives though. Little virtue signalling muppet.     https://t.co/wcMebHo9OY
",[],2020-10-16 00:07:31,RandomG3y,46,
"@DrPaulGosar You are a disgrace. People are battling addiction every minute of every day and you’re mocking them?? I shouldn’t be surprised. It’s precisely how @realDonaldTrump mocks the 220k #COVIDー19 deaths. GFY, loser.
",[],2020-10-16 00:07:31,ctambakis1,161,
"Oh look, Trump is slinging bs about covid minutes in to the NBC town hall, which so far features no questions from voters
",[],2020-10-16 00:07:31,sbg1,170931,
"Is this a surprise to anyone? 😷
",[],2020-10-16 00:07:32,losivad,1243,
"@WaltDisneyCo... How can you allow this? Remember Covid and social distancing. You’re going to create more congestion at the other resorts. Remember social distancing and personal safety were the reasons you took Christmas decorations out the resorts during Christmas. Safety?
",[],2020-10-16 00:07:32,michael77211015,0,
"Covid Question is the First One at #BidenTownHall   HOW do you Ignore #HunterBidenEmails
","['BidenTownHall', 'HunterBidenEmails']",2020-10-16 00:07:32,LadyRedWave,89232,USA
"""Probably""
",[],2020-10-16 00:07:32,blueWRL,690,"Dallas, TX"
"@ddale8 Wasn’t the mandatory rule for debate a negative Covid test?
",[],2020-10-16 00:07:33,LornaDryden3,492,
".@navarresports is reporting Navarre will not travel to Niceville for Friday’s football game “due to COVID-related issues.”
",[],2020-10-16 00:07:33,SamGrubenhoff,1139,"Fort Walton Beach, FL"
"Trump and his campaign attack Biden for forgetting things. Trump can’t even remember if he took a Covid test on the day of the debate. How do you know remember something like that. No straight answer. #NBCTrumpTownHall
",[],2020-10-16 00:07:33,TXDavidP,513,"Los Angeles, CA"
"“Today’s updates to CDCR and CCHCS COVID-19   October 15, 2020   There are 606 incarcerated persons with active cases of COVID-19 statewide.   https://t.co/xdpcUysaQ3  There are currently 951 active CDCR/CCHCS employee COVID-19 cases statewide 3,934 cumulative; 2,983 returned.” https://t.co/P8q6CnNfSd
",[],2020-10-16 00:07:33,restore_CAL,5830,Los Angeles
"State releases preliminary plan for distributing COVID-19 vaccine   READ MORE: https://t.co/FEYlnnIPhq  #BillGates #cdc #GatesFoundation #GAVI #SDG #UN #Vaccination #Vaccine+ https://t.co/SmHLYriMPg
",['BillGates'],2020-10-16 00:07:34,IAM__Network,17820,Worldwide
"Guthrie is more aggressive than I expected. Great job so far.
",[],2020-10-16 00:07:34,wlabovitz,1619,"Robinson Township, PA"
"He didn't... the man was infected during the debate.
",[],2020-10-16 00:07:34,CJHEMP,310,🛩
"Trump is talking about his Covid diagnosis on #TrumpTownHall. Yesterday, 64 people died in Florida from #COVID19. Before today’s #TrumpTownHall 139 more people in the state have died. https://t.co/jJNvT45M6O
","['TrumpTownHall', 'COVID19']",2020-10-16 00:07:34,UniteThePoor,80659,Everywhere
"Chris Christie spet 7 days in ICU and almost died from COVID yet @realDonaldTrump is still having super spreader rallies.  Both record medical treatments not available to the public more importantly.
",[],2020-10-16 00:07:34,ChucksterAZ,42,"Phoenix, AZ"
"Fuck Fauci
",[],2020-10-16 00:07:34,shiftnights,6705,"Pennsylvania, USA"
"As I eat these Reese’s pieces, I have to give a big big thank you to @MKstreams she knew I was quarantined for COVID and went above beyond sending me a box of some of my favorite treats. Thank you again Streamer BFF! What a kind soul.
",[],2020-10-16 00:07:34,PlainOleTrey,476,Skypad Apartments
"@BoSnerdley Already turned it off.   Why is she spending the first 10 minutes on his Covid and the event at the White House?  Past news.  Let’s get to what’s important. Maybe I’ll check in later.
",[],2020-10-16 00:07:35,Redintheface50,44,
"hi! people who have big family gatherings for the holiday szn: are you rethinking it? do you plan on traveling? what are your thoughts? dm me! and if you don’t have anything to share but just have questions re: holidays and covid, I’d love to know. https://t.co/FNE0USBmZd
",[],2020-10-16 00:07:34,ChelseaCirruzzo,7535,"Washington, DC"
"Who is this chippy grilling Trump wasting time about his COVID diagnosis? Isn’t this supposed to be questions from people?
",[],2020-10-16 00:07:35,primerealmids91,1261,Memphis TN
"@lorrain00414525 This is what u wanted. U were crying when older people were dying from covid so u wanted lockdown. Now ur crying that the economy has plummeted. U blamed the govt for covid deaths, they try and stop that and now ur blaming them for suicides.
",[],2020-10-16 00:07:35,gladi_alex,0,
"I pointed the finger at Swiss yodelling long before COVID.
",[],2020-10-16 00:07:35,ToulasTake,8308,"Montreal, Canada"
"Allow schools to safely reopen in COVID free areas. - Sign the Petition! https://t.co/YFuk5JV3Cx via @Change
",[],2020-10-16 00:07:35,letuslearn2020,2,USA
"Trump spreading misinformation once again about Covid
",[],2020-10-16 00:07:36,WashProbs,4689,Washington D.C.
"@MollyJongFast Phrebbel visits Earth &amp; teaches children critical thinking skills/safe pandemic behaviors. https://t.co/9a7P8n7p6l Herd Immunity #WearAMask #COVID19 #SupportIA #IndieAuthors #BookBoost #ChildrenLit #ReadMoreBooks #MustRead #PictureBooks #VOTE #VoteThemAllOut #Masks Long Covid
",[],2020-10-16 00:07:36,JoeSpraga,4367,My imagination
"""He Was A COVID-19 Victim, But Guatemala Made Him A Number Long Before""  https://t.co/xCn9YbY84B
",[],2020-10-16 00:07:36,aestmkpop93,516,"San Antonio, TX"
"This is going to be a straight hour of mask-shaming and covid tests, because of fucking course it is.
",[],2020-10-16 00:07:37,Libertybibbledy,1,
"@JoyAnnReid @NBCNews  instead of hosting candidates, do a #TownHall w/ Doctors, epidemiologists,&amp; other medical experts that are working in the field taking care of covid pts. Maybe then people will believe the pandemic is real &amp; will do the protocol needed!!!! Need more ideas!  #RETWEEET
",['TownHall'],2020-10-16 00:07:37,LindaBowmanL,402,south florida
"He should be disgusted with himself and his network of lies
",[],2020-10-16 00:07:37,DrRhondaFine,534,Miami
"Confirming their BS. They truly do not care if you or your loved ones die. Honestly, you are a means to an end, nothing more
",[],2020-10-16 00:07:37,crispymainer,99,Maine
"trump: ""85% of the people who wear mask get covid""
",[],2020-10-16 00:07:38,BrockBizzell,118,Hell
"Hello @Twitter isn’t this Election Misinformation?
",[],2020-10-16 00:07:38,Charatlihkg,351,HK
"@LadyRedWave If you're going to get covid you'll get it with or without a mask on.
",[],2020-10-16 00:07:38,KAG45Patriot,13038,
"@OANN @CSinclairtv Yesterday 970 more weak Americans died because they failed to heed the President’s directive - “Don’t let COVID dominate you.” RIP.  Our President and all the other strong Americans with “good genes” will prevail.   Keep Thinning the Herd!   MAGA!
",[],2020-10-16 00:07:38,musicalwonk,172,DC
"So is the whole Trump Town Hall going to be on COVID gotcha questions???   Come on @NBCNews .  Ask more important questions.
",[],2020-10-16 00:07:39,StevieMartin13,754,"Texas, USA"
"Samantha Guthrie is not helping voters... just grilling Trump about his COVID bout. #NBCTrumptownhall
",['NBCTrumptownhall'],2020-10-16 00:07:39,JunkScience,33547,
"@ddawnr1 @catheri63309212 @sheLLbeLL_xo @deitz76 @JohnCornyn What does 15 billion to the usps have anything to do with covid 19?   If the dems wanted to get this done, they would send a stripped down version.
",[],2020-10-16 00:07:39,saj9291113,88,"Buffalo Grove, IL"
"@kylamb8 I wonder if anyone that is getting a COVID-19 test also gets an influenza test…
",[],2020-10-16 00:07:40,LorenCharnley,171,"Charlotte, NC"
"Patience is paying off 😀
",[],2020-10-16 00:07:40,Igh0108,2199,
"Republicans: “give me freedom or give me death”  Covid: “kk”
",[],2020-10-16 00:07:40,rdodev,532,"Gainesville, FL"
"Is it just going to be Covid questions all night? Hello! Biden &amp; Harris people have it too.
",[],2020-10-16 00:07:40,SSmithCaps,1123,"Tampa, FL"
"I GOT AN IDEA !!! WE JUST KILL EVERYONE WITH COVID AND WHO HAD COVID BOOM PROBLEM SOLVED 😂😂😂😂😂😂😂
",[],2020-10-16 00:07:41,Donald23Reyes,861,
"Further proof that Covid is a SHAM. They set it up on purpose to be released to interfere with the election. The Biden's and the Chinese colluded to make it happen which is why Biden is on the ticket. Prove me wrong.
",[],2020-10-16 00:07:41,jjvlovelove,461,Somewhere on a coast 
"Omg. 85% of people who wear masks do NOT catch covid!
",[],2020-10-16 00:07:41,serendipity5460,2714,
"It’s honestly disgusting how republicans are unable to feel any kind of empathy for others unless they have directly experienced the same thing
",[],2020-10-16 00:07:41,anderscjay,2114,Detroit
".@JoeBiden is doing what Kamala did--not answering the question. We know how Trump failed. What are YOU going to do about Covid? That was the question. #TownHall
",[],2020-10-16 00:07:42,HannaBec,1777,DC
"Hey, @ChrisChristie you left out ""I WAS WRONG TO SUPPORT THAT SELF-SERVING FUCKING MORON Donald Trump."" That would save more lives. No cigar.
",[],2020-10-16 00:07:42,rmayemsinger,111898,
"@ddale8 Basically, Donald's telling us he went for weeks, possibly months without being tested and only took a test after he developed significant covid-19 symptoms.
",[],2020-10-16 00:07:43,MyrhaCheval,2299,Plains of Ra
"@19_mo_86 @spikedonline Given New York’s recent treatment of our Jewish citizens, I can only imagine being Jewish and Covid+ would mean you’re third in line.  People are getting tired of the word fascism, but don’t seem to be tiring of its widespread
",[],2020-10-16 00:07:41,mamasaurusMeg,934,"Tallahassee, FL"
"If @PattyHajdu and @JustinTrudeau  truly believed that the botched @PMPRB_CEPMB regs wouldn’t hinder access to treatments &amp; medicines, they wouldn’t have made an exemption for COVID related goods. If either of you are confident on your position, feel free to explain to the masses
",[],2020-10-16 00:07:43,HunterGuindon,215,"Charlottetown, PEI"
"The question mr Biden was what would you do different regarding COVID - not spend your time critiquing Trumps actions -
",[],2020-10-16 00:07:43,NatalieAleman1,289,
"“And we survived the COVID quarantine” my parents I CANTTTT https://t.co/NT3qqdEdLH
",[],2020-10-16 00:07:43,carlylynn_6,373,
"We're now at the ""masks give you covid"" portion of the town hall.
",[],2020-10-16 00:07:43,johniadarola,230183,"Los Angeles, CA"
"Media houses🍵
",[],2020-10-16 00:07:43,omograndma1st,396,🌎
"Na ogun go kill their papa
",[],2020-10-16 00:07:43,nifemiosho,488,"Lagos, Nigeria"
"Biden gave a fantastic answer on all of Trump's screw ups in regards to COVID. #BidenTownHall
",['BidenTownHall'],2020-10-16 00:07:44,TheJazzyUte,4166,"Salt Lake City, Utah"
".@USATODAY: ""'The data speak for themselves': Dr. Anthony Fauci says White House held a 'superspreader event' for coronavirus""  https://t.co/iZ8s0m54lW
",[],2020-10-16 00:07:44,MichaelJGwin,5169,"Washington, DC"
"Lol trump, masks prevent you from spreading covid NOT FROM GETTING IT
",[],2020-10-16 00:07:44,AngelicNghtmare,677,"San Antonio, TX"
"@justin_hart This is unbelievable. In the US, H1N1 killed several times more &lt;25yos than covid. The risk of people in this age group isn't meaningfully elevated! And they're telling people to not run from a fire for a 0.00001% chance they'll catch covid and 0.0000001% they'll die. Huh???
",[],2020-10-16 00:07:45,VoidSurf1,531,
"COVID-19 cases are rising throughout the U.S.  Please wear a mask, keep physical distance from others, and wash your hands. There's no leadership from the White House on this; it's on us to look after each other this fall/winter.
",[],2020-10-16 00:07:45,Ryan_Mac_Phd,5911,"Chapel Hill, NC"
"""weak inter team""  apart from Vidal, Sensil and Skriniar (who they wanted out anyways) not being there, this is literally Inter's starting lineup reminder that we don't have Rebic and 2 players who will be starting are just recovering from covid and injury they're so scared lmfao
",[],2020-10-16 00:07:45,TheMilanAddict,1062,Twitter 
"What a prick.
",[],2020-10-16 00:07:45,HETorresJr,590,New York 
"The dogs trained to sniff out Covid-19 - https://t.co/yaegiS9SL7
",[],2020-10-16 00:07:46,rifnote,605,"Lagos, Nigeria"
"Trump says a study shows that 85% of people who wear masks catch covid  that’s ridiculously false
",[],2020-10-16 00:07:46,JohnJHarwood,410181,"Washington, DC"
"Aw poo. No actual live chat.  Anyway they're just asking him about his covid experience. Covid covid covid
",[],2020-10-16 00:07:46,Atomsk2113,403,
"@mmpadellan Phrebbel visits Earth &amp; teaches children critical thinking skills/safe pandemic behaviors. https://t.co/9a7P8n7p6l Herd Immunity #WearAMask #COVID19 #SupportIA #IndieAuthors #BookBoost #ChildrenLit #ReadMoreBooks #MustRead #PictureBooks #VOTE #VoteThemAllOut #Masks Long Covid
",[],2020-10-16 00:07:46,JoeSpraga,4367,My imagination
"Reminder. We could be cringing through another debate featuring both candidates, but the current occupant is refusing to be open and truthful about his covid-19 status. #DumpTrump
",[],2020-10-16 00:07:47,ROlsonRet,392,The Universe
"Trump just said that a study said that 85% of people who wear masks get covid ?????????
",[],2020-10-16 00:07:47,NoamChompers,439,"Toronto, Ontario"
"@Charlotte3003G Long Covid 🤣🤣🤣 oh my days.
",[],2020-10-16 00:07:48,TruthSp01978317,104,
"#Mogov Parson lays out #Missouri plan for not-yet-ready Covid vaccinations. Vaccinations will not be made mandatory.  https://t.co/h62a4RS8o6
","['Mogov', 'Missouri']",2020-10-16 00:07:48,christoferguson,5045,"St. Louis, Missouri"
"Douglas County issued a statement today in support of an embattled health order that limits the hours bars can be open amid COVID-19; also, attorneys filed a response to 1 of 2 related lawsuits: https://t.co/GCPOwDdbyi
",[],2020-10-16 00:07:48,mclarknews,2164,"Lawrence, KS"
"Antiviral Drug Remdesivir Proves Ineffective In Treating Covid-19, WHO Study Finds https://t.co/146i5Y4UTA
",[],2020-10-16 00:07:48,MemphoNewsLady,24880,"Memphis, TN"
"Biden on COVID says the president's job is to lead, not leave governors to deal with a crisis independently. #BidenTownHall
",['BidenTownHall'],2020-10-16 00:07:48,thequianafulton,1935,USA
"in one day...each day approximately 1000 Americans are dying from Covid...they were husbands,wives, someone's mom, dad.... sister brother best friend.... It's a 911 Loss every other day....don't normalize this...ever 👇👇👇👇
",[],2020-10-16 00:07:48,watergatesummer,7025,nyc
"I don’t give a shirt if Rudy pretends to find some Russsian-fed unverified emails.  I don’t give a shit if Biden held a Blizzard upside down.  I don’t give a shit if a Steve Scully is a lying asshole.   This. This is what I give a shit about.  Americans are dying.
",[],2020-10-16 00:07:48,J4Years,1399,Hong Kong
"The FBI messing with my Twitter account? You 5G loving, covid hoaxing twats.
",[],2020-10-16 00:07:48,Brian_ban,1705,"North West, England"
"Trump Vincibility Watch: Bouncing Back From COVID-19 but Not From Being Way Behind in the Polls https://t.co/WAQ0cVCbVR
",[],2020-10-16 00:07:49,mckeonmk,3304,
"kayla braxton prolly punching the air rn   ( on a serious not , i hope u feel better soon friend)
",[],2020-10-16 00:07:49,Bossiest_Glow,326,"Cape Town, South Africa"
"Trump is right, people who wear masks get Covid.
",[],2020-10-16 00:07:49,Tamzilla_52,8398,USA 
"The survival rates of this virus per the CDC: 0-19: 99.997% 20-49: 99.98% 50-69: 99.5% 70 &amp; over: 94.6%  Out of 70,000+ positive reported COVID-19 cases in US Universities: 3 hospitalizations  0 deaths
",[],2020-10-16 00:07:49,Benjami91080898,38,
"how in the world is provo rec lowering their “threat level” and upping class sizes when we just had like our 2nd highest daily covid case total?
",[],2020-10-16 00:07:50,mflsforever,1865,
"Orange man bad Face masks bad Economy bad Taxes bad Popcorn stale bad Comney bad Trump family bad Biden bad @prayingmedic bad #Q bad China bad Epstein bad Clintons bad Bush Sheriff bad 9/11 was a hoax bad Covid bad Vaccination bad Synagogues of satan bad Satan bad  #Jesus perfect
",[],2020-10-16 00:07:50,jude_three,447,Scottish Carolinian
"@daliz @PaleoHorse @boston2la @MazonCheer @THR What did Trump disregard?  CDC just said 85% of people who got covid wore masks.
",[],2020-10-16 00:07:50,lounar1931,264,
"**CDCR/CCHCS COVID-19 Update**  October 15, 2020  “We regret to inform you an incarcerated person from Folsom State Prison (FSP) died on Oct. 14 at an outside hospital from what appears to be complications related to COVID-19.”
",[],2020-10-16 00:07:50,restore_CAL,5830,Los Angeles
"“No additional information is being provided to protect individual medical privacy.   This is the second incarcerated person assigned to FSP to be identified as a COVID-related death. The online Patient Tracker has been updated.”
",[],2020-10-16 00:07:50,restore_CAL,5830,Los Angeles
"I don't know what Trump is talking about right now because I'm watching Biden give a detailed answer about how he would respond to COVID-19 and what went wrong with the Trump response over on @ABC. #BidenTownHall
",[],2020-10-16 00:07:51,JakeVK,816,
"“FSP currently has 28 incarcerated persons who are actively positive for COVID-19.“
",[],2020-10-16 00:07:51,restore_CAL,5830,Los Angeles
"@realDonaldTrump   Is this a townhall or a interview on Covid
",[],2020-10-16 00:07:51,jj29top,1118,Georgia
"@JoeBiden @ABC Please do some funny gaffes like ""120 million have died of Covid"" or ""I'm running for Senate."" Those are hilarious!
",[],2020-10-16 00:07:51,sidhiscape,17,
"@tybuddhaboy This Eric fella is also the same one purposefully and constantly spreading alarmist covid misinformation.
",[],2020-10-16 00:07:51,harmdoer,781,"Butte des Morts, WI"
"No more plays for me , covid numbers getting too high in commerce again
",[],2020-10-16 00:07:51,ThatBoyJordynnn,21192,"Dallas, TX"
"""He has to say that,"" President Trump says of Fmr. Gov. Chris Christie, who said he was wrong not to have worn a mask and contracted COVID-19
",[],2020-10-16 00:07:51,amandawgolden,14665,🚗✈️
